2015-12-14,0.23410120176213897
2015-12-15,0.4241575988339301
2015-12-16,0.3614847759895558
2015-12-17,0.43812964344768174
2015-12-18,0.4340529729496555
2015-12-19,0.4495552804902826
2015-12-20,0.4213322700051493
2015-12-21,0.41672979729513265
2015-12-22,0.3581260038249832
2015-12-23,0.49344616025390514
2015-12-24,0.4206890842679783
2015-12-25,0.4602020569906285
2015-12-26,0.4731685700535757
2015-12-27,0.698665495787878
2015-12-28,0.6173897137095622
2015-12-29,0.8110192488658979
2015-12-30,0.845796941853944
2015-12-31,1.4695140591356277
2016-01-01,1.671813498623574
2016-01-02,1.8163738216387284
2016-01-03,1.8650759760613496
2016-01-04,1.8514601254852237
2016-01-05,1.8258606958647015
2016-01-06,1.799433298319307
2016-01-07,1.9164285193628652
2016-01-08,1.8481685289407115
2016-01-09,1.8208830021063325
2016-01-10,1.7643291184614425
2016-01-11,1.821089777392425
2016-01-12,1.7610411027133326
2016-01-13,1.7229175977345303
2016-01-14,1.6776131999353412
2016-01-15,1.3031511151839503
2016-01-16,1.4476775904055712
2016-01-17,1.542451939209633
2016-01-18,1.8295917606862893
2016-01-19,1.8946859066530302
2016-01-20,2.379854128599578
2016-01-21,2.1955991351658453
2016-01-22,2.070310087618501
2016-01-23,2.038157977624646
2016-01-24,2.1108426398070246
2016-01-25,1.9638018111811946
2016-01-26,1.9962599157603333
2016-01-27,1.989180392137569
2016-01-28,1.7659682813597808
2016-01-29,1.711479022055622
2016-01-30,1.603090053582304
2016-01-31,1.5116837825216933
2016-02-01,1.5119776512199108
2016-02-02,1.4720044305963969
2016-02-03,1.4248197627580075
2016-02-04,1.4886631559089687
2016-02-05,1.4180270023929666
2016-02-06,1.305982252711113
2016-02-07,1.2450064627070618
2016-02-08,1.1571136695324766
2016-02-09,1.0890189659363938
2016-02-10,1.0175299603609642
2016-02-11,0.8411111161438962
2016-02-12,0.9220605423815219
2016-02-13,0.8878283989688709
2016-02-14,0.8971657485068958
2016-02-15,0.8128916680941862
2016-02-16,0.7185971969456711
2016-02-17,0.7234735997777447
2016-02-18,0.6452930851931182
2016-02-19,0.612347318438904
2016-02-20,0.8370693984920714
2016-02-21,0.9302756924185038
2016-02-22,0.9768106981822022
