date,close,high,low,open,since,volume,weightedAverage
12/04/2017 18:00,65,65,63,64.5,1.49208E+18,5.852,64.58522628
12/04/2017 18:30,70,70,65,65,1.49208E+18,12,65.5
12/04/2017 19:00,65,70,65,70,1.49208E+18,2.9576923,67.78933681
12/04/2017 19:30,63,63,63,63,1.49208E+18,1,63
12/04/2017 20:00,70,70,67,67,1.49208E+18,13.23686,68.05413822
12/04/2017 20:30,69,69,69,69,1.49208E+18,7,69
12/04/2017 21:00,69.99999,69.99999,64.02,64.02,1.49208E+18,11.09624062,66.88301356
12/04/2017 21:30,74.99999,75.5,69.89,69.89999,1.49208E+18,79.39235769,73.60226988
12/04/2017 22:00,75,79,65,70,1.49208E+18,718.7970577,71.57568561
12/04/2017 22:30,68.888,75,64.504,74.99899,1.49208E+18,536.9709193,69.65455395
12/04/2017 23:00,63.56701,69.73999,63.56701,68.888,1.49208E+18,254.4749049,67.45659283
12/04/2017 23:30,65,67.99996,64,65.79896,1.49208E+18,342.7625378,65.4206529
13/04/2017 00:00,64.20001,65.99999,63.6,65.99999,1.49208E+18,41.72871919,65.42160758
13/04/2017 00:30,64.35,65.99599,64.20066,65.77,1.49208E+18,101.3085485,64.61291933
13/04/2017 01:00,64,65.98959,64,64.01001,1.49208E+18,30.15169402,64.16611854
13/04/2017 01:30,62.99996,65.99898,62.12,65.99898,1.49208E+18,292.4088216,63.22004036
13/04/2017 02:00,65,75,63.00012,65.899,1.49208E+18,309.3686683,69.85852967
13/04/2017 02:30,62.9,63.00031,62.9,63.00031,1.49208E+18,17.00427105,62.90641302
13/04/2017 03:00,62.99999,64.9955,62.99997,64.9955,1.49208E+18,11.5,64.30123775
13/04/2017 03:30,63.99062,63.99226,62.00831,62.00833,1.49208E+18,42.97852909,62.8531113
13/04/2017 04:00,64.1,64.1,63.00001,64,1.49208E+18,11.4125,64.08762331
13/04/2017 04:30,64.99072,64.99318,63,64,1.49208E+18,23.19894825,64.1578915
13/04/2017 05:00,64.9835,64.98911,62.50385,64.98911,1.49208E+18,149.4526056,63.6919142
13/04/2017 05:30,65.87741,65.89984,64.98308,64.98315,1.49208E+18,23.51750042,65.77532814
13/04/2017 06:00,64.99712,65.87657,64.99712,65.87657,1.49208E+18,84.59133009,65.11804104
13/04/2017 06:30,64.49714,64.9968,63.4,64.9968,1.49208E+18,310.2548362,64.26151419
13/04/2017 07:00,64.48943,64.49701,62.50001,64.49701,1.49208E+18,465.158738,64.21867102
13/04/2017 07:30,64.99902,65.87998,63.32686,64.48907,1.49208E+18,351.7630883,64.57809348
13/04/2017 08:00,65.65981,65.89997,64.3,64.5,1.49208E+18,337.9520556,65.19600127
13/04/2017 08:30,65.8976,65.89958,64.10132,65.65965,1.49208E+18,251.3165507,65.4755482
13/04/2017 09:00,66.49998,67.49999,64.00124,64.00124,1.49208E+18,332.6275111,66.62098523
13/04/2017 09:30,67.15001,68.99999,66,67.39974,1.49208E+18,689.0029137,67.62710373
13/04/2017 10:00,68.47837,68.99972,66.25,68.99942,1.49213E+18,331.0007593,67.98267434
13/04/2017 10:30,68,68.47785,67.00001,68.47785,1.49213E+18,298.313112,68.27877264
13/04/2017 11:00,68,68.49999,67,67.50001,1.49213E+18,122.2173147,67.68648384
13/04/2017 11:30,66.8,68.49887,66.25,67.10001,1.49213E+18,160.6961081,66.94292669
13/04/2017 12:00,67.69465,67.69856,66,67.69856,1.49213E+18,113.2406183,67.10739551
13/04/2017 12:30,67.99982,68,66.36,67.69401,1.49213E+18,922.1842338,67.82758978
13/04/2017 13:00,67.12897,67.99971,66.10219,67.99969,1.49213E+18,340.2895528,66.95846144
13/04/2017 13:30,67.79931,67.7994,67.12,67.1275,1.49213E+18,67.94089491,67.18126019
13/04/2017 14:00,67.5,67.79924,66,67.79923,1.49213E+18,148.4512222,67.02733182
13/04/2017 14:30,67.6,67.6,66.99999,67.49887,1.49213E+18,51.20978818,67.2493109
13/04/2017 15:00,68,68.3,67.00002,67.59991,1.49213E+18,165.5426879,67.83717642
13/04/2017 15:30,68.4,68.5,67.90013,67.99999,1.49213E+18,113.4261741,68.1311342
13/04/2017 16:00,68.82339,68.82339,68,68.39999,1.49213E+18,136.5336587,68.21697991
13/04/2017 16:30,72,72,68.25003,68.82349,1.49213E+18,791.3532683,70.22933594
13/04/2017 17:00,71.39995,72,68.81005,71.49991,1.49213E+18,476.9354365,71.60331329
13/04/2017 17:30,70.20026,71.9,69.00027,69.02001,1.49213E+18,367.5641248,69.91539618
13/04/2017 18:00,71.79995,72,69.00007,71.89956,1.49213E+18,523.1882722,71.66974528
13/04/2017 18:30,70.21194,72,69.81053,71.49992,1.49213E+18,104.9486115,71.6889289
13/04/2017 19:00,72.59999,72.7011,71.87998,71.9098,1.49213E+18,316.9376426,72.08716716
13/04/2017 19:30,71.46685,72.49962,69.1,72.4,1.49213E+18,285.3421367,70.30658252
13/04/2017 20:00,70.1,71.4618,69.1,71.461,1.49213E+18,76.81224454,70.48728023
13/04/2017 20:30,69.15002,71.19041,69.15002,70.09998,1.49213E+18,60.99950917,70.81738413
13/04/2017 21:00,68.01008,70.59505,68.01,69.16386,1.49213E+18,217.7675914,68.83018537
13/04/2017 21:30,68.4,68.99969,68,68.99968,1.49213E+18,44.7519324,68.53340022
13/04/2017 22:00,68.49909,68.49997,67.00001,68.49996,1.49213E+18,137.2612464,67.55322337
13/04/2017 22:30,68.59985,69.29989,68.59985,69.29989,1.49213E+18,47.17557197,69.18304967
13/04/2017 23:00,68.5,68.5,67.5,67.99999,1.49213E+18,122.3129107,67.62611341
13/04/2017 23:30,68.49716,68.49716,68.49716,68.49716,1.49213E+18,0.11,68.49716
